SEASON,TEAM,ADJOE,ADJDE,TEMPO,WAB
2022-23,Connecticut,121.5,91.2,0.9643,30.8
2022-23,Alabama,116.1,89.0,0.9548,36.6
2022-23,Houston,117.3,90.3,0.9532,28.9
2022-23,UCLA,114.9,88.5,0.9528,27.4
2022-23,Tennessee,111.2,87.5,0.9401,30.7
2022-23,Texas,116.1,91.8,0.9371,30.5
2022-23,Purdue,117.9,93.7,0.9333,37.2
2022-23,Arizona,119.4,95.4,0.9292,35.8
2022-23,Gonzaga,123.2,99.0,0.9251,34.1
2022-23,Saint Mary's,112.1,90.5,0.9213,32.0
2022-23,San Diego St.,110.8,89.5,0.9205,33.2
2022-23,Marquette,118.7,96.0,0.9197,27.0
2022-23,Creighton,115.0,93.2,0.9177,28.4
2022-23,Kansas,113.8,92.3,0.9177,29.8
2022-23,Duke,113.3,92.9,0.9072,29.9
2022-23,Memphis,115.4,95.0,0.903,35.4
2022-23,Baylor,121.7,100.6,0.8992,36.8
2022-23,West Virginia,117.2,97.5,0.8935,39.4
2022-23,Arkansas,111.9,93.3,0.8894,39.3
2022-23,Xavier,118.0,98.5,0.8891,31.4
2022-23,Auburn,113.1,94.9,0.8829,36.3
2022-23,Florida Atlantic,114.0,95.8,0.8815,29.6
2022-23,Texas A&M,113.8,95.7,0.8808,45.1
2022-23,Kansas St.,112.6,94.7,0.8803,36.1
2022-23,Michigan St.,114.4,96.4,0.8771,27.2
2022-23,Kentucky,115.7,97.7,0.8738,31.9
2022-23,Miami FL,119.1,100.9,0.8715,30.7
2022-23,TCU,111.7,94.6,0.8705,34.1
2022-23,Iowa St.,107.0,90.9,0.8679,27.9
2022-23,Utah St.,115.4,98.0,0.867,34.9
2022-23,Maryland,112.6,95.8,0.8658,34.3
2022-23,Northwestern,109.7,93.4,0.8642,29.7
2022-23,North Texas,110.0,93.8,0.8623,31.0
2022-23,Virginia,110.0,94.0,0.8591,34.7
2022-23,Indiana,113.1,96.9,0.8557,29.5
2022-23,Penn St.,117.5,100.7,0.8548,21.3
2022-23,Oregon,113.0,97.1,0.8511,32.0
2022-23,UAB,112.4,97.0,0.8454,35.7
2022-23,Rutgers,105.4,91.0,0.8438,28.2
2022-23,North Carolina,111.5,96.4,0.8431,37.0
2022-23,Iowa,119.9,103.9,0.8385,32.3
2022-23,Oklahoma St.,106.3,92.1,0.838,32.5
2022-23,Boise St.,110.1,95.6,0.8361,30.3
2022-23,Michigan,111.7,97.1,0.8323,30.8
2022-23,Ohio St.,115.8,100.7,0.8322,26.6
2022-23,USC,111.8,97.4,0.8298,33.2
2022-23,Cincinnati,111.9,97.5,0.8295,25.7
2022-23,N.C. State,113.6,99.2,0.8272,25.3
2022-23,Liberty,111.4,97.3,0.8246,26.2
2022-23,Illinois,108.9,95.4,0.8216,34.3
2022-23,Arizona St.,108.4,95.0,0.8207,31.2
2022-23,Oklahoma,109.6,96.2,0.8173,30.1
2022-23,Drake,108.8,95.6,0.8155,28.4
2022-23,Texas Tech,110.7,97.4,0.8135,34.8
2022-23,Providence,114.9,101.2,0.8128,36.3
2022-23,Washington St.,111.3,98.0,0.8115,28.2
2022-23,Clemson,110.9,97.7,0.8096,30.5
2022-23,Seton Hall,106.2,93.7,0.8082,40.1
2022-23,Wisconsin,106.5,94.0,0.8075,25.0
2022-23,Utah Valley,107.1,94.6,0.8065,35.6
2022-23,Villanova,112.3,99.3,0.8047,30.0
2022-23,VCU,105.5,93.4,0.8026,41.6
2022-23,UCF,107.7,95.6,0.7988,28.9
2022-23,Mississippi St.,103.4,91.8,0.7986,33.8
2022-23,Missouri,117.5,104.5,0.7939,29.1
2022-23,Utah,106.7,95.0,0.7908,29.2
2022-23,Iona,110.3,98.3,0.7908,29.0
2022-23,Dayton,109.8,97.9,0.7882,35.5
2022-23,Colorado,106.5,95.1,0.7876,29.9
2022-23,Charleston,109.4,97.7,0.7865,32.7
2022-23,New Mexico,114.4,102.4,0.7813,39.1
2022-23,Pittsburgh,113.1,101.6,0.7743,32.9
2022-23,Vanderbilt,114.0,102.5,0.7728,31.6
2022-23,Stanford,114.4,102.9,0.7722,29.4
2022-23,Virginia Tech,114.0,102.6,0.771,25.9
2022-23,Sam Houston St.,103.9,93.6,0.7682,32.3
2022-23,BYU,108.6,98.3,0.7577,32.5
2022-23,St. John's,107.9,97.7,0.7568,27.7
2022-23,Kent St.,107.0,97.0,0.7561,31.5
2022-23,Nevada,109.7,99.5,0.7542,39.1
2022-23,Santa Clara,109.7,99.5,0.7537,30.6
2022-23,Yale,107.7,97.8,0.7534,30.6
2022-23,Oral Roberts,111.8,101.6,0.7487,24.2
2022-23,Florida,105.7,96.2,0.7467,34.5
2022-23,Wake Forest,111.4,101.5,0.7432,32.1
2022-23,Wichita St.,108.1,98.7,0.7395,30.8
2022-23,Hofstra,109.9,100.4,0.7389,20.9
2022-23,Toledo,119.9,109.6,0.7369,34.4
2022-23,Louisiana,110.8,101.6,0.7299,37.0
2022-23,South Alabama,108.4,99.5,0.7294,22.3
2022-23,Marshall,109.6,100.6,0.7273,26.2
2022-23,Bradley,106.0,97.8,0.7175,26.8
2022-23,Princeton,109.1,101.0,0.7083,30.4
2022-23,Nebraska,106.0,98.4,0.703,28.2
2022-23,Indiana St.,109.5,101.7,0.7016,31.5
2022-23,Furman,112.7,104.8,0.6984,34.8
2022-23,UNLV,106.4,99.0,0.6963,35.5
2022-23,Saint Louis,110.8,103.3,0.6929,29.1
2022-23,Vermont,109.7,102.5,0.6873,28.1
2022-23,Montana St.,105.1,98.2,0.6871,44.0
2022-23,UC Irvine,105.9,99.1,0.6841,29.3
2022-23,San Francisco,109.2,102.2,0.6819,32.2
2022-23,San Jose St.,108.4,101.6,0.6772,27.2
2022-23,Charlotte,108.0,101.5,0.6703,24.9
2022-23,Temple,107.6,101.1,0.6701,34.6
2022-23,Tulane,108.7,102.4,0.6672,35.4
2022-23,Southern Miss,105.8,99.7,0.6652,32.2
2022-23,Colorado St.,110.9,104.6,0.6629,29.8
2022-23,Colgate,112.5,106.1,0.6607,27.3
2022-23,Washington,103.9,98.3,0.6549,31.7
2022-23,UNC Greensboro,103.0,97.5,0.6548,32.4
2022-23,Akron,108.6,103.0,0.6479,33.7
2022-23,Mississippi,106.2,100.8,0.6459,29.2
2022-23,James Madison,105.4,100.0,0.6455,38.9
2022-23,Kennesaw St.,105.6,100.3,0.6428,35.9
2022-23,Grand Canyon,111.3,106.0,0.6388,36.9
2022-23,Southern Utah,108.6,103.4,0.6378,39.5
2022-23,Cal St. Fullerton,104.1,99.3,0.6336,38.7
2022-23,Penn,109.9,104.9,0.6313,29.5
2022-23,UMass Lowell,107.8,103.0,0.628,33.8
2022-23,Duquesne,107.8,103.0,0.6279,26.4
2022-23,Middle Tennessee,105.8,101.3,0.6218,29.4
2022-23,Butler,100.6,96.7,0.613,25.9
2022-23,UC Santa Barbara,110.0,105.7,0.6125,34.4
2022-23,Towson,107.7,103.8,0.6039,29.8
2022-23,Tarleton St.,104.0,100.4,0.5997,47.6
2022-23,Belmont,110.2,106.4,0.5993,24.3
2022-23,Loyola Marymount,107.7,104.1,0.5981,31.6
2022-23,Eastern Washington,109.9,106.4,0.5913,31.5
2022-23,Davidson,107.0,103.8,0.5867,32.8
2022-23,Syracuse,109.0,105.7,0.5863,30.7
2022-23,Fresno St.,103.2,100.2,0.5826,24.3
2022-23,Utah Tech,107.7,104.9,0.5748,44.8
2022-23,Notre Dame,108.5,105.8,0.5743,23.3
2022-23,Hawaii,100.5,98.1,0.5705,33.6
2022-23,Georgia Tech,104.7,102.2,0.5687,23.5
2022-23,Air Force,105.4,102.9,0.5665,31.2
2022-23,Ohio,109.3,106.8,0.5662,27.5
2022-23,DePaul,106.7,104.3,0.5659,27.6
2022-23,South Florida,105.2,103.0,0.5608,30.7
2022-23,Stephen F. Austin,103.9,101.8,0.5605,38.9
2022-23,Samford,107.7,105.6,0.556,41.0
2022-23,LSU,105.9,104.2,0.5459,33.7
2022-23,Southern Illinois,99.8,98.2,0.5455,30.6
2022-23,Missouri St.,103.8,102.2,0.5451,27.2
2022-23,Eastern Kentucky,104.4,102.8,0.5437,24.3
2022-23,Portland,109.7,108.2,0.5398,43.3
2022-23,Troy,102.8,101.4,0.5396,32.5
2022-23,Fordham,101.7,100.3,0.5384,37.6
2022-23,Wyoming,106.7,105.3,0.536,33.4
2022-23,Northern Kentucky,102.6,101.4,0.5349,26.9
2022-23,Appalachian St.,101.3,100.2,0.532,29.3
2022-23,Long Beach St.,104.8,103.7,0.5315,34.4
2022-23,Youngstown St.,110.1,109.1,0.5274,29.4
2022-23,UNC Wilmington,101.5,100.6,0.5252,39.7
2022-23,Boston College,102.5,101.7,0.5223,27.3
2022-23,UC Riverside,105.9,105.1,0.5219,26.2
2022-23,SMU,103.2,102.5,0.5206,33.0
2022-23,Georgia,103.3,102.6,0.5201,40.5
2022-23,George Mason,100.7,100.0,0.52,37.1
2022-23,Seattle,100.0,99.4,0.5196,32.4
2022-23,Cal Baptist,102.4,101.7,0.5194,31.6
2022-23,Longwood,103.7,103.1,0.5168,33.6
2022-23,Brown,100.1,99.7,0.5129,29.8
2022-23,UTEP,99.7,99.3,0.5111,38.8
2022-23,Richmond,102.2,101.8,0.5103,33.0
2022-23,Cornell,109.8,109.4,0.5099,28.5
2022-23,Montana,107.8,107.5,0.5077,29.1
2022-23,Pacific,107.2,107.0,0.5029,33.1
2022-23,UC Davis,102.8,102.8,0.5004,42.8
2022-23,Chattanooga,107.3,107.3,0.5001,32.0
2022-23,North Carolina Central,99.9,100.0,0.4986,34.2
2022-23,Louisiana Tech,104.5,104.5,0.4983,28.4
2022-23,Cleveland St.,104.0,104.2,0.4943,29.7
2022-23,Radford,103.6,103.8,0.4938,27.4
2022-23,Lipscomb,103.5,103.8,0.4936,23.6
2022-23,Ball St.,107.2,107.6,0.4898,42.3
2022-23,Grambling St.,98.7,99.3,0.4842,41.5
2022-23,Saint Joseph's,103.9,104.5,0.4828,34.2
2022-23,Stetson,111.5,112.2,0.4828,25.8
2022-23,Western Kentucky,103.2,104.0,0.479,32.3
2022-23,Harvard,99.5,100.3,0.4769,31.2
2022-23,Drexel,100.0,101.1,0.4685,30.1
2022-23,UNC Asheville,102.3,103.5,0.4657,40.9
2022-23,Quinnipiac,103.5,105.0,0.4607,33.0
2022-23,St. Bonaventure,100.1,101.6,0.4574,29.5
2022-23,Texas A&M Corpus Chris,105.8,107.4,0.4566,34.8
2022-23,East Carolina,101.6,103.1,0.4566,37.1
2022-23,Pepperdine,104.2,105.8,0.4562,26.7
2022-23,Georgia Southern,99.5,101.1,0.4551,27.9
2022-23,Texas St.,104.6,106.2,0.4541,32.5
2022-23,Buffalo,103.1,104.8,0.4533,32.1
2022-23,St. Thomas,106.1,108.0,0.4497,30.7
2022-23,George Washington,108.9,110.9,0.4489,34.5
2022-23,Old Dominion,101.2,103.1,0.448,36.2
2022-23,Navy,101.3,103.2,0.4476,23.7
2022-23,Wright St.,103.4,105.4,0.4449,24.0
2022-23,Abilene Christian,104.4,106.5,0.442,32.3
2022-23,FIU,102.7,104.9,0.4418,28.7
2022-23,Weber St.,99.0,101.1,0.4404,33.7
2022-23,South Dakota St.,103.0,105.2,0.4378,28.1
2022-23,Florida Gulf Coast,103.6,105.9,0.4376,28.2
2022-23,Georgetown,103.5,106.0,0.4327,29.1
2022-23,Queens,105.7,108.3,0.4299,35.9
2022-23,Florida St.,104.0,106.6,0.4299,30.4
2022-23,New Mexico St.,103.7,106.4,0.4265,34.7
2022-23,Minnesota,102.3,104.9,0.426,30.8
2022-23,Gardner Webb,98.2,100.8,0.4241,34.8
2022-23,Morehead St.,100.4,103.3,0.4206,34.7
2022-23,Northern Arizona,106.8,110.3,0.4092,27.4
2022-23,Rice,106.7,110.2,0.4092,32.5
2022-23,South Carolina,102.9,106.2,0.4087,26.8
2022-23,La Salle,103.3,106.7,0.4086,28.3
2022-23,Massachusetts,99.3,102.7,0.4053,32.2
2022-23,Oregon St.,98.5,101.9,0.4038,33.9
2022-23,Bryant,102.8,106.4,0.4037,32.9
2022-23,Mercer,98.8,102.2,0.403,28.6
2022-23,Howard,102.7,106.3,0.4025,32.2
2022-23,San Diego,108.9,112.7,0.4022,30.9
2022-23,Detroit Mercy,109.2,113.2,0.3963,27.2
2022-23,Northern Iowa,102.5,106.4,0.3957,31.1
2022-23,Rider,104.6,108.6,0.3929,29.3
2022-23,Norfolk St.,104.9,109.0,0.3921,39.5
2022-23,Siena,100.2,104.2,0.3902,34.5
2022-23,Campbell,104.6,108.7,0.3892,38.0
2022-23,Jacksonville,99.9,104.2,0.3819,22.8
2022-23,North Florida,108.3,113.1,0.3785,28.4
2022-23,Murray St.,104.8,109.4,0.3776,33.2
2022-23,Northwestern St.,104.0,108.7,0.3749,27.2
2022-23,Loyola Chicago,101.7,106.3,0.3745,31.1
2022-23,Jacksonville St.,101.5,106.2,0.3717,31.8
2022-23,Northern Colorado,105.8,110.9,0.3693,31.4
2022-23,UT Arlington,99.4,104.2,0.3683,29.7
2022-23,North Dakota St.,102.3,107.3,0.365,32.2
2022-23,Portland St.,102.4,107.5,0.3638,34.8
2022-23,Delaware,101.9,107.0,0.3637,33.0
2022-23,UC San Diego,102.9,108.1,0.3615,26.1
2022-23,Wofford,107.8,113.8,0.3511,30.0
2022-23,Army,102.1,107.7,0.3508,31.3
2022-23,Milwaukee,101.3,107.0,0.3471,31.9
2022-23,Rhode Island,97.1,102.7,0.342,37.0
2022-23,Robert Morris,97.7,103.5,0.341,26.9
2022-23,Purdue Fort Wayne,99.5,105.5,0.3378,28.7
2022-23,Western Carolina,101.0,107.2,0.3359,33.8
2022-23,Canisius,101.1,107.4,0.3346,24.9
2022-23,Northern Illinois,99.7,106.0,0.3307,34.3
2022-23,Idaho St.,101.1,107.6,0.3298,28.9
2022-23,USC Upstate,98.2,104.5,0.3287,31.4
2022-23,Winthrop,107.4,114.4,0.3279,41.6
2022-23,UMBC,103.9,110.9,0.3218,27.0
2022-23,East Tennessee St.,100.2,107.0,0.3197,31.2
2022-23,North Alabama,102.4,109.3,0.319,30.1
2022-23,Bellarmine,101.8,109.0,0.3125,25.4
2022-23,Mount St. Mary's,97.5,104.5,0.3111,25.9
2022-23,Sacramento St.,101.4,108.7,0.3093,27.5
2022-23,UTSA,102.1,109.5,0.3082,37.4
2022-23,Niagara,100.3,107.7,0.3072,30.0
2022-23,Dartmouth,99.3,106.8,0.3011,29.1
2022-23,UT Rio Grande Valley,102.3,110.0,0.301,45.9
2022-23,Alcorn St.,100.2,107.8,0.3009,35.3
2022-23,Southeastern Louisiana,102.6,110.4,0.3008,32.1
2022-23,SIU Edwardsville,98.8,106.3,0.2999,40.3
2022-23,Louisville,101.2,109.4,0.2915,32.9
2022-23,Fairleigh Dickinson,106.1,114.7,0.2909,28.0
2022-23,California,95.8,103.6,0.2897,31.5
2022-23,Lafayette,94.7,102.4,0.2878,24.5
2022-23,Fairfield,98.0,106.2,0.2851,37.9
2022-23,Southeast Missouri St.,99.4,107.8,0.2823,38.2
2022-23,Miami OH,102.2,110.9,0.2801,32.1
2022-23,North Dakota,102.8,111.8,0.2762,27.3
2022-23,Maryland Eastern Shore,92.3,100.4,0.2761,31.4
2022-23,Marist,97.2,105.8,0.2751,28.9
2022-23,Louisiana Monroe,96.9,105.5,0.2741,30.0
2022-23,Prairie View A&M,93.7,102.0,0.274,33.0
2022-23,Nicholls St.,98.2,107.1,0.27,27.6
2022-23,Denver,99.9,109.0,0.2676,39.4
2022-23,Merrimack,90.5,98.8,0.2669,34.6
2022-23,Tennessee St.,100.3,109.5,0.2663,35.1
2022-23,Bowling Green,102.3,111.7,0.266,32.5
2022-23,Oakland,102.2,111.8,0.2621,31.6
2022-23,Tennessee Martin,100.9,110.5,0.2599,36.1
2022-23,New Hampshire,96.6,105.8,0.2597,29.6
2022-23,Tennessee Tech,100.7,110.3,0.2588,29.9
2022-23,American,100.1,109.7,0.2579,27.9
2022-23,Illinois Chicago,98.0,107.4,0.2578,34.1
2022-23,Arkansas St.,99.3,109.0,0.2535,35.1
2022-23,Maine,97.8,107.4,0.2534,23.0
2022-23,Lehigh,96.7,106.4,0.2498,31.1
2022-23,Bucknell,98.7,108.8,0.2458,26.9
2022-23,Valparaiso,97.0,107.0,0.2436,27.9
2022-23,Coastal Carolina,103.2,114.0,0.2412,28.9
2022-23,Cal Poly,93.2,103.1,0.2399,31.0
2022-23,Texas Southern,95.4,105.4,0.2395,34.3
2022-23,Boston University,96.3,106.5,0.2393,29.0
2022-23,High Point,99.6,110.3,0.2379,38.7
2022-23,Georgia St.,97.1,107.4,0.2376,33.5
2022-23,Illinois St.,98.9,109.5,0.2371,31.3
2022-23,Southern Indiana,101.1,112.1,0.2337,33.5
2022-23,Cal St. Bakersfield,94.1,104.3,0.2331,29.4
2022-23,Tulsa,98.5,109.3,0.2321,26.7
2022-23,Charleston Southern,103.7,115.2,0.23,27.4
2022-23,Southern,94.4,105.0,0.2283,34.5
2022-23,Northeastern,97.0,107.9,0.2281,27.7
2022-23,Western Illinois,100.4,111.8,0.2252,31.4
2022-23,South Dakota,101.6,113.3,0.2226,28.1
2022-23,Binghamton,98.1,109.5,0.2209,28.2
2022-23,Chicago St.,101.3,113.1,0.2198,31.9
2022-23,Idaho,100.6,112.7,0.2142,35.8
2022-23,Jackson St.,98.1,109.8,0.2139,32.9
2022-23,Alabama A&M,95.8,107.4,0.2121,35.9
2022-23,Wagner,93.0,104.3,0.2117,25.2
2022-23,Saint Peter's,96.1,107.8,0.2106,28.4
2022-23,Manhattan,96.4,108.7,0.2012,31.5
2022-23,William & Mary,99.0,111.6,0.2002,29.2
2022-23,Eastern Michigan,100.4,113.4,0.1976,32.2
2022-23,East Texas A&M,100.0,113.0,0.1968,28.3
2022-23,Elon,97.6,110.3,0.1962,27.5
2022-23,Loyola MD,98.7,111.7,0.1952,28.2
2022-23,NJIT,97.4,110.7,0.1867,28.2
2022-23,Arkansas Pine Bluff,94.1,107.0,0.1858,33.8
2022-23,Nebraska Omaha,98.6,112.2,0.1847,29.6
2022-23,Morgan St.,92.7,105.6,0.1819,31.0
2022-23,Stonehill,94.4,107.6,0.1809,32.2
2022-23,North Carolina A&T,96.9,110.5,0.18,30.0
2022-23,New Orleans,97.9,111.8,0.1783,36.5
2022-23,Saint Francis,100.7,115.1,0.1775,32.8
2022-23,Little Rock,100.7,115.4,0.1728,31.9
2022-23,Central Arkansas,97.7,112.0,0.1716,24.3
2022-23,Cal St. Northridge,94.7,108.8,0.1685,36.6
2022-23,McNeese St.,98.3,113.0,0.1674,29.2
2022-23,Austin Peay,95.7,110.5,0.1614,26.1
2022-23,UMKC,93.9,108.4,0.1612,33.3
2022-23,Western Michigan,100.5,116.0,0.1611,27.8
2022-23,Incarnate Word,96.1,111.2,0.158,33.3
2022-23,Sacred Heart,95.4,110.5,0.1549,27.6
2022-23,The Citadel,96.4,111.7,0.1544,28.9
2022-23,Stony Brook,94.6,109.9,0.1525,29.4
2022-23,Columbia,94.3,110.0,0.1444,28.1
2022-23,Presbyterian,93.0,108.9,0.1403,36.5
2022-23,Coppin St.,97.8,114.7,0.1377,37.2
2022-23,South Carolina St.,97.7,114.7,0.1359,29.2
2022-23,Central Michigan,92.0,108.1,0.1355,36.9
2022-23,Holy Cross,93.5,110.0,0.133,25.5
2022-23,Central Connecticut,96.4,113.5,0.1321,23.3
2022-23,Lindenwood,95.2,112.3,0.13,28.3
2022-23,Albany,97.4,115.6,0.1226,31.0
2022-23,Bethune Cookman,96.1,114.5,0.118,32.1
2022-23,Hampton,96.8,115.4,0.1179,32.1
2022-23,Monmouth,91.7,109.5,0.115,33.1
2022-23,Houston Christian,100.5,120.2,0.1142,40.6
2022-23,Eastern Illinois,92.9,111.2,0.1131,32.4
2022-23,Evansville,90.7,108.5,0.1125,29.4
2022-23,St. Francis NY,91.0,109.3,0.1084,31.1
2022-23,VMI,97.2,117.4,0.1017,21.0
2022-23,Alabama St.,91.5,110.8,0.0999,31.2
2022-23,Lamar,94.1,114.5,0.0955,32.2
2022-23,Mississippi Valley St.,91.8,111.7,0.0951,38.0
2022-23,Florida A&M,89.3,108.8,0.0931,31.4
2022-23,Delaware St.,91.0,111.2,0.0913,29.3
2022-23,IU Indy,95.7,118.0,0.0826,32.2
2022-23,Green Bay,90.8,114.2,0.0669,31.5
2022-23,Hartford,89.5,117.5,0.0418,24.1
2022-23,LIU,86.9,116.7,0.0328,31.7
